"condition","product_choice","bi_women","price_fairness","similarity","cost_women","cost_men","age","income","mc_justification","feedback"
"3D","1",3,2.5,4,3,2,46,4500,"The womens shampoo was 13.99 and had a floral scent while the mens shampoo was 9.99 and didn't have a scent",NA
"3D","3",0,3.5,6,8,8,51,1200,"cant remember","none"
"3D","3",1,3.625,5,4,2.5,46,5000,"Shampoo that was luxurious and hydrating.",NA
"3D","3",2,2.375,3,4,4,32,2500,"The women's shampoo was over $10 while the mens shampoo was under. The women's shampoo has a long lasting fragrance while most mens shampoo doesn't. The mens shampoo said it was for all hair types.",NA
"3D","2",-1,1,5,2,1.5,40,1500,"They both has almost the same product description, as it pertains to what it does to the hair. The women's shampoo was much more expensive, when the only real reason seemed to be because the scent, and because it's geared towards women, which are usually more expensive than guys product.","n/a"
"3D","3",0,5,2,8,6,49,6000,"The women's shampoo was scented and cost 14.99. The men's shampoo was not scented and cost 9.99.","Thanks for the opportunity to participate!"
"3D","1",6,1,6,3,3,45,2400,"I recall that both shampoos had similar characteristics except the women's shampoo had fragrance and was more expensive.",NA
"3D","2",-1,3.125,6,7,6,51,4500,"The women's shampoo was $13.99 and scented while the men's was only $10 and not scented.",NA
"3D","2",0,6.125,5,3,2,21,500,"They are both made for all types of hair. The female shampoo has a smell to it and has long lasting effects.",NA
"3D","1",1,2,3,3,2,46,35000,"It had floral scents, and it was for all hair types, is what I remember",NA
"3D","1",5,4.125,3,2,2,35,2400,"I remember the descriptions talked about how it used to clean hair and there was a note that the salesperson said the womens was infused with floral scents.",NA
"3D","1",1,5.5,6,3,2,44,3000,"A formula that cleanses and revitalizes.",NA
"3D","1",4,3.5,4,2,2,59,967,"The women's shampoo had a higher price.","None thank you"
"3D","3",0,2,5,1,1,45,4000,"Regular shampoo for any type, woman's had a scent was was $4 more.",NA
"3D","1",4,6.375,5,6.5,4.5,62,3200,"Both shampoos are for all hair types, cleanses, and revitalizes. They both are 25 ounces, and the women's shampoo is the highest compared to the men's shampoo. The only difference in the products are the floral scents available in the women's shampoo.",NA
"3D","1",5,5.125,2,7,5,52,6000,"Both shampoos cleanse and invigorate the hair but the women’s shampoo has a floral scent.",NA
"3D","1",2,2.125,6,3,3,62,100,"Both products used different words to convey essentially the same idea, that the shampoo will work well (revitalize, invigorate, etc.) all types of hair.  Later description said that the women's shampoo had a floral scent.",NA
"3D","1",2,3.375,4,10,10,36,2000,"Women's Shampoo: Can use for all hair types, revitalizes and has a scent to make shower experience more pleasant; cost: $13.99
Men's shampoo: Can use for all hair types, invigorates, more than likely does not have a scent; cost $9.99",NA
"3D","2",-4,2,7,4,4,48,7000,"they both had the same description -- designed to clean the hair thoroughly",NA
"3D","1",6,3.125,4,4,3,38,1600,"The shampoo helps clean and refresh hair.","No issues with the study."
"3D","1",6,5.625,1,6,3,45,4100,"Made for all hair types to cleanse and revitalize hair.",NA
"3D","2",-6,1,6,2,2,66,2900,"The men's and womens were about the same except the women's had a floral scent. So for the scent they expect you to pay more.","Crazy how much they charge extra for scent.  Have a good day."
"3D","3",0,4.375,4,2.99,1,56,5000,"they were both around the same ounces.  they basically did the same thing for the hair, like cleaning the hair but they had slight differences in how the treat the hair",NA
"3D","2",-1,3.75,5,2,1.5,35,5000,"Women's: Floral, luxury, higher price.
Men's: Basic, lower price.","Thank you for the chance to participate in this amazing study."
"3D","2",0,4,4,2,2,48,1300,"The woman’s shampoo had been infused with floral scent but the men’s shampoo had not. The men’s was good for all hair types.",NA
"3D","1",4,5.375,5,3,3,31,4900,"The shampoos are formulated to cleanse and invigorate hair",NA
"3D","2",2,1,6,9,8,47,1100,"They were both good for all hair types except womens had a floral scent.","All good!"
"3D","2",-6,5.5,6,3.5,3.25,73,9000,"Both shampoos were appropriate for all hair types. The women's shampoo had a floral scent added, whereas the mens had no scent.",NA
"3D","2",-2,1.75,5,1.5,1.25,24,300,"The women's shampoo has a scent where the men's doesn't. Both were more than 10 dollars but the women's was at least double the price or more. They are the only available options.","I buy unscented basic shampoo, the cheapest kind."
"3D","2",-4,3,5,3,2.8,32,3800,"I remember that the women's shampoo had more fragrance, I believe floral, while the men's was largely unscented. If I remember correctly they were the same number of FL ounces, 25 I believe.","It makes me mad when I see these discrepancies because I know it isn't that much of an impact on the price for the producer."
"3D","1",3,5.5,6,2,1.75,22,1400,"The shampoo provides a lasting clean to revitalize/invigorate all hair types.",NA
"3D","1",1,5.375,4,12,8,31,54000,"women and men's shampoo",NA
"3D","1",1,5.5,5,7,6,38,5125,"Women's shampoo that is with higher price than men's.","Was awesome"
"3D","1",0,7,5,1,0.5,23,36000,"Women's was for different hair types and floral scent and the mens was for different hair types",NA
"3D","2",-1,2,4,5,3,38,2896,"Both were cleansing. The men’s was also invigorating and the women’s was revitalizing. The women’s was scented and has very fragrances infused.","None"
"3D","1",3,1,5,2,2,61,2500,"womens shampoo- designed to clean womens hair",NA
"3D","3",0,1.5,6,1,1,35,4000,"the womens was 13.99 and had scent added",NA
"3D","1",6,5.375,7,2.5,2,59,967,"Both of the products were described as being able to cleanse and invigorate all hair types. However, the salesperson indicated that the women's shampoo was infused with a floral scent.",NA
"3E","1",3,2.375,6,1,1,35,2500,"The men's shampoo was $9.99 and the women's was $12.99. Both shampoos had the same description. 1% of the proceeds of the women's shampoo would go to women's empowerment.",NA
"3E","1",5,5.25,6,2.75,2.25,58,3000,"The women's shampoo cleanses and revitalizes all types of hair and donates 1% of the revenge to women's self care and empowerment. The mens shampoo does the same thing but doesn't make any donations or social issues.",NA
"3E","2",-6,1,7,1,1,56,35000,"both were 25 oz. womens was $13.99? and men's was $9.99. for reference, I can buy same quantity for under $5 at many retail stores.",NA
"3E","1",0,1,4,0.99,0.75,67,5500,"The women's shampoo was for all types of hair as was the men's shampoo.  The men's shampoo invigorated.",NA
"3E","1",2,4.375,4,3,3,34,2800,"Both products had the same goal and ingredients but different pricepoints",NA
"3E","1",6,6.875,3,8,7,33,78000,"The women's shampoo promotes equality while the men's shampoo does not.",NA
"3E","1",3,6.375,3,2.5,2,33,75000,"The female shampoo, which sells 25 fluid ounces at 13.99, is said to be specifically developed to clean and rejuvenate all hair types, as well as donate 1 percent of its proceeds to charities that promote self-care and empowerment of females. The shampoo of the men, on the contrary, though available in an identical volume of 25 fluid ounces, priced at 9.99 dollars is aimed at washing and boosting all kinds of hair. Most shampoos are aimed at women who are being encouraged to be gender equal, but the same thing cannot be said about men.","the study was very much educative"
"3E","1",1,7,7,5,5,38,16000,"both size of women and men's shampoo is 25 fluid ounce. the price for women's shampoo is $13.99 and men's is $9.99","None"
"3E","1",6,6,4,3,1,60,4000,"They both did  the same to your hair.  I like how the women donated $1 to an organization.",NA
"3E","2",-6,1,4,2,2,35,6500,"womens was 13.49 and mens was 9.99, the womens donated 1 percent to something.",NA
"3E","1",1,5.75,4,3,3,59,9000,"Women's shampoo for all hair types",NA
"3E","2",-2,3.5,6,3.99,3.99,52,32000,"For all hair types",NA
"3E","1",2,1,7,1.5,1.5,55,3083.33,"Both shampoos were for all hair types but the women's shampoo was considerably higher, which is usually the case.",NA
"3E","2",-3,4.625,6,9,7,28,85000,"This shampoo is specially formulated to cleanse and revitalize all hair types",NA
"3E","1",1,3.625,6,7,7,65,99000,"Shampoo",NA
"3E","1",2,4.875,6,2,2,27,1500,"They are for all hair types.",NA
"3E","1",2,4.125,4,3,2,22,500,"the women's shampoo was made to revitalize, while the men's shampoos was made to invigorate.",NA
"3E","1",5,4,7,3.75,3.75,31,6000,"The women’s shampoo was more expensive than the men’s which didn’t seem fair. Both men and women’s shampoo are suitable and formulated to clean all types of hair. Doesn’t seem to be much difference product wise between them aside from marketing whoch makes the price difference between women’s and men’s’s shampoo unreasonable. Additionally, women’s shampoo donates 1% to women empowerment while men’s doesn’t.",NA
"3E","3",0,3.5,4,5,5,20,300,"They were both the same size and did the same thing but the women’s shampoo costs more",NA
"3E","1",4,5.25,5,5,3,45,6500,"To invigorate hair for",NA
"3E","1",2,4.875,3,12,8,50,50000,"men's and women's shampoo",NA
"3E","1",4,3.375,3,4.99,3.99,46,1000,"They both cleansed and the women's shampoo talked about female empowerment and other issues but the men's didn't",NA
"3E","2",0,6.75,7,8,5,54,18000,"It's sold for 9.99","None"
"3E","2",-2,2.125,6,5,5,31,600,"they were both formulated to work on all types of hair",NA
"3E","1",3,2.5,2,1.5,1,48,2000,"Men's shampoo $9.99. Women's shampoo $13.99. 1% of the profits from the sale of the women's shampoo go towards efforts to enhance women's initiatives.",NA
"3E","1",6,5.5,4,5,5,28,1500,"The women's shampoo was thirteen dollars and some change. The men's shampoo was nine dollars and some change. The women's shampoo was said to donate proceeds to support women.",NA
"3E","3",-1,2,4,2,2,41,48000,"The womens shampoo was about $3-4 more than the mens shampoo. And the women's shampoo donates 1%",NA
"3E","2",-1,4.75,6,2,2,29,4000,"Women's shampoo was 14.99 and donated to women-focused charities. Women's shampoo promoted gender equality. Barely any of the men's shampoos support gender equality. Men's shampoo was 9.99","N/A"
"3E","1",2,4.5,6,2,2,48,1000,"Women's shampoo costs $13.99. Men's cost $9.99. Both make similar claims that the shampoo strengthens and revitalizes hair. 1% of purchases will be donated to women-empowered type organizations. Women's shampoo product packaging has more diversity claims than the men's shampoo.",NA
"3E","1",2,3.125,7,7.99,6.99,68,1200,"Womans shampoo was 14.99 and mens shampoo was 9.99. Both are good for all hair types.","I often wonder why womas products seem to cost more than mens when they are similar in a lot of cases."
"3E","2",-2,1,7,3.5,3.5,25,3000,"both were suited for all hair types and were 25 oz. women’s was 13.99 and men’s was 9.99.",NA
"3E","1",2,4.75,4,5,5,68,32000,"The mens shampoo is priced $9.99 . The woman's shampoo is listed at 13.99. . The woman's shampoo will donate 1% to women's self care. I think the woman's shampoo is too pricey, but I would probably buy it if I could to help other women.",NA
"3E","1",3,4.25,5,4.99,4.99,47,6500,"the women’ shampoo donates 1 percent of its profits to help women. It is for everyone to use.",NA
"3E","2",-2,1.75,3,5,5,32,70000,"Both products are meant for all hair types and both claim to help make hair better in some way.","It might be helpful to think about survey takers gender. Eg do women tend to pick the mens because of price or not."
"3E","1",4,4.375,5,1,1,52,2200,"The women’s shampoo was cleansing and revitalizing for all hair types. $13.99. The men’s was $9.99 and said cleansing and reinvigorating for all hair types","N/A"
"3E","1",6,5.375,4,2,2,24,2000,"The women's shampoo brand donates some of the money
The men's shampoo was made for all types of hair","none"
"3E","1",6,7,7,9.99,9.99,53,5000,"WOMEN SHAMPOO PROMOTES AND DONATES A PERCENTAGE OF ITS PROFIT TO HELP AND PROMOTE CAUSES FOR THE BETTERMENT OF WOMEN. THE MEN SHAMPOO GIVES TO NO CAUSE, THEY KEEP ALL THEIR PROFIT.",NA
"3E","1",6,7,1,8,7,61,4000,"The women's shampoo was designed for women but the men's shampoo was designed for all hair types.",NA
"3E","2",0,5,5,5,4,42,46000,"women's shampoo donates to some charity",NA
"3E","1",6,7,1,7,5,25,1500,"Women shampoo for cleansing and revitalizing all hair types.",NA
"3E","3",4,3.125,2,1.79,1.39,42,3500,"woman's::: $13.99, donates $1 to women's self-care
Men's:::$9.99, cleanses and invigorates",NA
"3E","1",4,6,5,4,2.5,62,50000,"There were both women and men's shampoo that was described to revitalize the hair. I can't really recall it properly","None at the moment"
"3E","1",1,2.375,5,1,0.4,53,240000,"For all hair types",NA
"3E","2",-4,1.75,7,9.99,9.99,26,85000,"Both women and men's shampoo had the same description where the shampoo helps revitalize hair of all types",NA
"3E","1",3,2.5,7,4,4,66,7000,"Both descriptions are the same.  Both descriptions say the product is designed to cleanse all types of hair.","none"
"3E","2",-5,3.375,6,2,2,68,2000,"It will clean and revitalize your hair.",NA
"3E","1",4,3.625,2,13.99,9.99,31,80000,"the women's shampoo was 13.99 and the men's shampoo was 9.99 and both were for all hair types","no feedback towards this study"
"3E","1",4,6.125,4,10,7,40,1200,"Women's shampoo is formulated to cleanse and revitalize all hair types. Men's shampoo is designed to cleanse and invigorate all types of hair.

","none"
"3E","1",3,3.875,5,2.5,2,30,2500,"Formulated to gently cleanse all hair types",NA
"3E","1",2,6,3,5,5,20,18000,"1 percent of the money paid for women shampoo was donated to a women empowerment charity
men's shampoo did not promote gender equality",NA
"3E","1",3,1,3,3,3,51,4000,"The woman's shampoo makes donations and promotes women's equality. The woman's shampoo was also more expensive.",NA
"3E","1",6,4.625,6,3.99,3.99,60,13000,"both were formulated for all hair types; women's was $13.99, men's was $9.99 and woman's brand donated to charity for women",NA
"3E","2",-4,1.25,6,5,5,26,500,"The men's shampoo invigorated while the women's shampoo revitalized, the men's costed 4 dollars more and 1% of proceeds for the women's were donated",NA
"3E","1",5,5.125,5,3,3,37,4000,"They are used to clean and invigorate hair",NA
"3E","1",2,5,6,5,5,50,5000,"The women's shampoo is specially formulated to cleanse and revitalize all hair types. The men's shampoo has been designed to cleanse and invigorate all hair types.","No further feedback, thanks!"
"3E","1",4,4.5,5,4.99,3.99,60,1100,"Women's hampoo was the highest price and both shampoo's cleanse all hair tyoes",NA
"3E","1",6,4.625,4,2,1.5,33,40000,"Women's shampoo 13.99, men's shampoo 9.99, women's shampoo sales donate 1%",NA
"3E","1",5,6.25,6,1.5,1.2,53,3750,"women's shampoo revitalizing 
men's shampoo cleansing",NA
"3E","1",4,1.875,3,0.78,0.7,39,7000,"They were both made for all types of hair, but one was for men and one was for women and the women's one donated 1% to charity I believe.","none"
"3E","3",0,1,3,1,1,54,6000,"The women's shampoo donates 1% to causes that empower women. The men's shampoo does not. The women's shampoo was more expensive.",NA
"3E","1",3,2.25,2,2,2,62,2000,"There was a women's shampoo for $13.99 and a men's shampoo for $9.99. Both clean and revitalize hair, according to their claims.",NA
"3E","2",-4,5.75,6,4.42,4.42,58,200,"The shampoos both were for all hair types. The womens shampoo promoted liberal ideas and activity's that they support. The mens did not support other  causes and was substantially cheaper","it went well ty"
"3E","1",2,6.5,4,2,2,29,6000,"Both shampoos cleaned all types of hair.",NA
"3E","1",6,2.75,7,3,3,53,6600,"Both shampoos describe the product's cleansing ability and promote a revitalized and invigorated sensation.",NA
"3E","1",4,2.875,6,3,3,56,50000,"Shampoo that reinforces all hair types. Meant it could help damaged hair",NA
"3E","3",-1,3.5,4,5,3,43,3000,"Womens 13.99 and men's 9.99",NA
"3E","3",1,1.375,7,2,2,70,3500,"They both said similar things about the shampoo and neither mentioned being better for one sex over the other.",NA
"3E","1",3,3.875,6,3.99,3.99,52,6200,"The description was the same for each product.  The men's was $9.99 and the women's was $13.99.  The women's shampoo donates a portion of it's profits to promote women.",NA
"3E","2",-4,3.375,6,5,5,38,4200,"They both worked on all hair types. The women's shampoo donated 1% of profits to a charity.",NA
"3E","1",2,3.125,4,3,3,38,500,"The women's shampoo was a few dollars more even though they were the same size. Part of the women's shampoo profits is donated.",NA
"3E","1",2,4.875,6,5,3.5,35,1,"Women's shampoo - formulated to cleanse and revitalize all hair types
Men's shampoo - formulated to cleanse and invigorate all hair types",NA
"3E","1",5,1,7,2,2,75,3000,"both shampoo clean and invigorate and are the same size.  The womens shampoo costs $4 more but donates 1% of revenue",NA
"3E","1",4,5.25,5,3,3,32,3500,"The woman’s shampoo revitalizes hair and donates 1% of profits to women’s empowerment. The men’s does not make any donations and keeps hair healthy",NA
"3E","1",2,4.75,6,3,3,53,3000,"it will donate 1% to help empower woman",NA
"3E","1",3,5.75,3,3,3,53,6000,"one had revitalize and one had invigorate, the other words were the same","I think if the scents of the shampoos were listed my answers may have varied. Most times men's and women's shampoos have distinct scents."
"3E","1",2,7,5,12,7,71,4390,"SHAMPOO","GREAT STUDY"
"3E","1",6,6,7,5,5,49,3000,"Both were for all hair types and cleaned just as equally. The differences were their prices. 13.99 for the women's and 9.99 for the men's shampoo","Thank you"
"3E","1",6,5.75,6,5,4,57,900,"The women's shampoo was 13.00 and the men's shampoo was 9.00. they both seem to be the same type of shampoo but the women's brand donates money to  promote womens care and promote equality and the mens brand does not.","thank you"
"3E","1",6,5,7,3,3,72,4000,"They both said that the shampoo cleans well.","none"
"3E","3",1,1,6,1,1,72,41000,"Both the women's and the men's claim to work the same way. However, the women's was much higher priced, I think $13.99 vs. $9.99 for the men's. The women's product makes a donation with part of its profit to women's care while the men's does not.",NA
"3E","3",1,2.75,1,9.99,5.99,45,43000,"It was men and women's shampoo, The women's was $13.99 and the men's was $9.99",NA
"3E","2",-5,1,6,3,3,61,75000,"Both the women's and men's shampoos were of similar formulation and of the same size.  However, the women's shampoo was priced 40% higher than the men's shampoo.  Purchases of the women's shampoo resulted in a small donation to women's rights organizations.",NA
"3E","1",3,1,7,4,4,54,1000,"A women's and men's shampoo that touted the same beneficial descriptions as each other. The women's priced at $13.99 while men's priced at $9.99. The sales of the women's shampoos help support women's causes; and gender equality.",NA
"3E","1",3,2.375,6,3,3,33,98000,"the women's shampoo promotes equality for and supports women",NA
"3E","1",4,3,6,3,3,47,1600,"Both of the products claim to cleanse. They also both claim to revitalize or invigorate, they just use a different word for the same meaning. The women's shampoo was about four dollars more.",NA
"3E","3",0,2.5,2,10,5,56,1700,"Cant remember",NA
"3E","1",3,4.25,4,13.99,9.99,36,199,"The shampoo is specially formulated to cleanse and revitalize all hair typr","no comment"
"3E","1",3,7,6,5,5,25,3800,"I had to choose between a womens and mens shampoo, that were similar in description, but the womens shampoo was a little more expensive. However, the womens shampoo donated 1% of its profits to an organization, and the mens did not.",NA
"3E","1",4,3,5,3,3,59,13000,"The women's gives back 1% to women's self care orgs.  Both shampoos revitalizes all hair types.",NA
"3E","1",1,4,6,5,5,63,9000,"Good for all hair types","Thank you for the engaging survey!"
"3E","2",-2,2,6,7,7,66,2000,"it is for all hair types",NA
"3E","1",1,3,7,5,4,39,4000,"Both shampoos cleansed and invigorated (men's) or revitalized (women's). The men's shampoo was $9.99 and the women's was $17.99. The women's shampoo claimed to donate 1% of profits to women's self care groups.","Thanks for letting me participate in your study!"
"3E","1",2,5.375,1,1,0.75,35,1300,"The women’s shampoo is $13.99 and the men’s shampoo is $9.99. A portion of the sales is donated to charity.",NA
"3E","1",5,6,6,3,2.5,64,5000,"Women's shampoo: This is a special women shampoo that is used to cleanse and revitalize all kinds of hair. Gives 1 % of the revenue made on its products to organizations aimed to promote women self-care and empowerment.

Men shampoo: This is made to cleanse as well as revitalize hair that is of any type.
",NA
"3E","1",3,3.625,5,2.5,2,51,99999,"the feamle shampoo looks more good and it will serve a great purpose to me",NA
"3E","1",1,6,6,12,7,44,55000,"They are favourable for all hair types",NA
"3E","1",4,5.625,3,6,5,51,7000,"women Shampoo priced at $13.99 and applicable for all types of hair and is said to promote gender equality. Men shampoo priced at $9.99 and also applicable for all types of hair","None"
"3E","1",3,5.5,5,4,2,34,148000,"The women's shampoo is $13.99 and promises to cleanse and rejuvenate all hair types. The brand donates 1% of revenue to organizations supporting women's self-care and empowerment. The men's shampoo is $9.99 and is supposed to cleanse and invigorate all hair types. Only the women's shampoo discussed donating a portion of sales to gender equity or social causes.","no comment"
"3E","1",3,3.125,5,3,3,46,1700,"The shampoos were both described as being for all hair types. I believe I remember the Men's shampoo being described as ""invigorating,"" but I also remember both shampoo's descriptions being very similar, so the women's might have been described that way, as well.",NA
"3E","2",-4,3.125,7,1,1,44,6000,"Designed to cleanse and invigorate all types of hair.",NA
"3E","1",6,5.875,6,2,2,33,4500,"both were invigorating and cleansing. mens was less expensive than womens. with purchasing womens shampoo it portion of purchase donated to womens organization",NA
"3E","1",2,4.625,3,5.99,4.99,34,8000,"The men's shampoo revitalized and cleansed and I forget what the women's said.",NA
"3E","1",2,4.75,5,10.99,8.99,57,7500,"I remembered that the women's shampoo was more expensive than the men's shampoo. I also that a portion of the revenue from the women's shampoo is donated to promote women's health.",NA
"3E","1",0,3.625,6,6,6,44,5000,"woman's shampoo was 13.99, cleans and invigorates, it donates 1 dollar per bottle sold to women's equality causes, mens was 10 dollars, no donation, both were same size",NA
"3E","1",2,2,6,2,2,69,6500,"The women's shampoo is being touted for women and all hair types",NA
"3E","1",-3,3.375,2,10,12,24,20000,"Men's 4 in 1 was cheaper than the shampoo,",NA
