StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_yn,attention_check,women_price,women_unit,men_price,men_unit,women_price,women_unit,men_price,men_unit,women_price,women_unit,men_price,men_unit,women_price,women_unit,men_price,men_unit,women_price,women_unit,men_price,men_unit,women_price,women_unit,men_price,men_unit,women_price,women_unit,men_price,men_unit,bi_binary,bi_women_1,bi_men_1,price_fairness_1,price_fairness_2,price_fairness_3,price_fairness_4,price_fairness_5,price_fairness_6,price_fairness_7,price_fairness_8,similarity_1,prosociality_1,prosociality_2,value_alignment_1,value_alignment_2,gender_equality_1,gender_equality_2,gender_equality_3,gender_equality_4,price_sensitivity_1,price_sensitivity_2,price_sensitivity_3,price_sensitivity_4,mc_price,mc_justification,ce_control_women,ce_control_men,ce_pt_women,ce_pt_men,age,income,feedback,PROLIFIC_PID,STUDY_ID,SESSION_ID,MainCondition
2025/8/10 7:45,2025/8/10 7:49,0,47.25.192.226,100,207,1,2025/8/10 7:49,R_6oi2EQrWAiS3Srb,,,,,45.7054,-121.5215,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,1,5,4,3,3,2,2,4,5,5,5,7,7,2,7,1,7,7,7,7,6,5,4,5,1,for all hair types,,,4,4,40,3500,,5eb33612d573b51326905f30,6898a06f143a3510459061c2,6898a290b247da23934486be,3E
2025/8/10 7:46,2025/8/10 7:50,0,47.204.230.71,100,190,1,2025/8/10 7:50,R_6ycxwNqrejPKUOR,,,,,28.1397,-82.4864,anonymous,EN,1,2,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,1,5,2,5,5,5,5,3,3,3,3,5,6,3,4,4,7,6,7,5,7,3,4,7,1,The women's shampoo had a lot more going on with some kind of artistic thing and the men's shampoo was just kind of basic.,,,1,1,32,2500,,63b6ef9027eb90f292852ee4,6898a06f143a3510459061c2,6898a2c30d667f0ad68ca059,3A
2025/8/10 7:48,2025/8/10 7:51,0,73.71.160.42,100,220,1,2025/8/10 7:51,R_7lxczdmLTSeyrV7,,,,,38.4354,-122.7128,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,7,5,4,7,1,2,1,1,5,4,4,3,3,7,4,5,3,7,1,1,6,3,They said they would work on all hair types.,2,2,,,54,2800,,5df97cf6deea2b70989b6528,6898a06f143a3510459061c2,6898a31722438edad018ee1e,1
2025/8/10 7:46,2025/8/10 7:52,0,173.73.192.41,100,344,1,2025/8/10 7:52,R_1TWSfeYspfFttgW,,,,,38.9064,-77.1278,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,1,3,2,2,2,3,3,6,6,6,6,5,4,4,4,4,7,6,6,7,6,2,3,6,1,I cannot recall the product descriptions though they were very similar.,,,4,4,61,8000,I don’t usually like the scents of men’s shampoos which is why I choose the women’s version regardless of other ingredients.,63b0953847122ffebd8a5991,6898a06f143a3510459061c2,6898a2c49f0de2c37408a4b0,3D
2025/8/10 7:47,2025/8/10 7:52,0,98.206.167.40,100,328,1,2025/8/10 7:52,R_18CX8CBfWjvh1YI,,,,,41.7821,-87.6046,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,2,3,6,3,2,3,2,6,6,6,5,6,4,4,4,4,6,7,6,6,6,3,3,6,1,I remember it was shampoo  designed to clean all types of hair. ,,,3,3,46,1800,Thank you for the opportunity to participate!,65b549c67c7791499c09f8a2,6898a06f143a3510459061c2,6898a2a173a59d9b3dbfd6be,2
2025/8/10 7:46,2025/8/10 7:53,0,107.12.132.110,100,427,1,2025/8/10 7:53,R_1DjmkrD0TTccsN3,,,,,34.777,-77.3769,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,1,2,1,3,6,4,3,5,2,2,5,4,4,4,4,4,7,6,4,3,7,3,3,6,1,"The women's shampoo was $13.99, as was the men's. The men's shampoo was cheaper per ounce, however, at $0.40 per ounce.",,,4,4,45,6000,,5dbddfb8a7b7bc306f4f5daa,6898a06f143a3510459061c2,6898a29b78e707f867621b99,2
2025/8/10 7:47,2025/8/10 7:53,0,24.159.153.125,100,381,1,2025/8/10 7:53,R_6O67BQsnruWtWyR,,,,,36.224,-83.3179,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,4,4,4,5,3,4,3,4,6,4,4,4,4,3,3,3,1,7,4,2,6,3,The women's shampoo description said revitalizing while the men's was invigorating. Other than that they were both 13.99 for 25 ounces and were for all hair types.,1.75,1.75,,,45,2500,,55e5d5fdc70c7a000b2a5bac,6898a06f143a3510459061c2,6898a2969a715b1cd0003831,1
2025/8/10 7:48,2025/8/10 7:53,0,67.147.196.244,100,300,1,2025/8/10 7:53,R_1TJGXHr54TsoJtT,,,,,35.2966,-93.7198,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,2,4,4,3,3,3,4,4,4,3,6,7,4,2,5,3,7,7,7,7,7,1,1,6,1,"Both shampoos were the same price ($13.99), but the women's shampoo was more expensive per ounce. The women's shampoo donated 1% of profits to charity and claimed to support women; the men's shampoo did not. ",,,6,6,41,2000,Thank you for letting me participate! ,6310d1ed7f4d3049ba540f3c,6898a06f143a3510459061c2,6898a326824e281e62d4dfd8,3E
2025/8/10 7:48,2025/8/10 7:53,0,74.88.184.15,100,302,1,2025/8/10 7:53,R_3IhhRWLv82Um9wm,,,,,40.7657,-73.0151,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,7,7,7,7,6,3,4,4,4,7,7,7,7,7,1,1,7,3,Cleanse and revitalize for the women; cleanse and invigorate for the men,2,2,,,49,4500,,66045682d629a940764580ed,6898a06f143a3510459061c2,6898a33ae874b182bc494afc,1
2025/8/10 7:48,2025/8/10 7:54,0,71.14.64.56,100,358,1,2025/8/10 7:54,R_1uPTLnvcwQgzLLg,,,,,38.6976,-90.3604,anonymous,EN,1,2,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,1,6,5,4,3,3,5,5,6,3,6,6,1,4,2,6,7,7,7,7,7,7,3,7,1,"The women's shampoo was sixteen cents an ounce more than the men's, but it had additional ingredients.",,,6,6,67,2750,,6150f3191250f2a12a607e82,6898a06f143a3510459061c2,6898a313e566b42873142765,3C
2025/8/10 7:46,2025/8/10 7:54,0,68.184.49.35,100,478,1,2025/8/10 7:54,R_3UEIsDjGpaikShr,,,,,34.5485,-87.0036,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,7,4,3,2,3,2,6,6,6,7,7,4,4,4,4,7,6,7,6,7,2,3,6,3,the product desriptions were almost exactly the same.,6,6,,,51,2500,,558bbd56fdf99b2127e1f359,6898a06f143a3510459061c2,6898a2acfb0ebfb1e93b3c2d,1
2025/8/10 7:48,2025/8/10 7:54,0,76.214.99.181,100,340,1,2025/8/10 7:54,R_15GePknmx6fMdXz,,,,,28.5727,-80.8206,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,1,5,5,1,2,2,2,5,5,4,4,5,6,6,5,5,7,7,7,2,7,5,7,5,1,The women's product had a more floral and inviting scent. The men's was more basic with less scent.,,,1,1,53,1000,Interesting topic,665629d7ec779e8fa23d7eac,6898a06f143a3510459061c2,6898a2c209fd706f496fcbba,3D
2025/8/10 7:50,2025/8/10 7:55,0,198.38.58.195,100,281,1,2025/8/10 7:55,R_1FuuqXp8zfmP9YZ,,,,,34.8712,-85.2908,anonymous,EN,1,2,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,2,3,6,1,1,1,1,7,7,7,7,6,3,6,4,4,7,6,7,4,7,4,5,4,1,I remember each shampoo said it cleansed and that’s all I can remember aside from prices ,,,1,1,36,4000,,6643a23e1668916a901333d9,6898a06f143a3510459061c2,6898a39a75443bf675049880,3B
2025/8/10 7:47,2025/8/10 7:57,0,71.60.195.87,100,605,1,2025/8/10 7:57,R_6G9d9IK6A7sLCHA,,,,,40.7706,-80.3576,anonymous,EN,1,2,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,3,1,1,1,1,1,1,7,7,7,7,3,6,3,4,4,7,7,7,7,7,1,1,7,3,The woman's shampoo had aloe vera in it to hydrate the hair more.  Where the mens just focused on cleaning and the scalp.  Both were 13.99.,,,3,2,54,29900,,626aa30c05328c5519b86746,6898a06f143a3510459061c2,6898a2deed906e0cf7074dd0,3C
2025/8/10 7:48,2025/8/10 7:58,0,66.128.195.106,100,574,1,2025/8/10 7:58,R_1DMcrKW5bKmVG4x,,,,,37.751,-97.822,anonymous,EN,1,2,,,,,$13.99 ,$0.56 ,$13.99 ,$0.40 ,,,,,,,,,,,,,,,,,,,,,1,6,2,5,6,7,6,6,7,6,6,6,7,4,5,3,3,1,2,2,5,7,6,3,1,The product for the men and women both had the same price in bulk. The unit prices for each were somehow different where the women's unit price was higher than that of the men,,,0.56,0.4,41,6000,,658fbb9f64bcbcfb43e3d925,6898a06f143a3510459061c2,6898a336e93ce648cc4dff40,2
2025/8/10 7:54,2025/8/10 7:59,0,172.58.164.166,100,270,1,2025/8/10 7:59,R_1fJmQoOQZYU6YDc,,,,,41.8835,-87.6305,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,1,6,1,4,4,4,4,2,2,2,3,6,4,4,4,4,4,6,4,5,5,2,5,4,1,It was there same description that it provided a good clean.,,,10,10,45,3100,,5e42fc295135b5000cd20d0b,6898a06f143a3510459061c2,6898a4a77f31ac9e4d983fdb,3E
2025/8/10 7:56,2025/8/10 8:01,0,108.147.171.82,100,301,1,2025/8/10 8:01,R_15WxjW24FpylFO5,,,,,32.8687,-96.8626,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,1,1,6,6,5,7,3,4,4,4,4,2,6,5,5,6,5,4,4,1,Women’s- revitalizing. Men’s- invigorating ,,,10,10,25,38000,On half of the questions there was no clarity on what the answers were or what the numbers meant. ,65f91231e10260ce66c137fe,6898a06f143a3510459061c2,6898a50a75443bf6750498a7,2
2025/8/10 7:56,2025/8/10 8:01,0,63.133.236.199,100,311,1,2025/8/10 8:01,R_7n6OArxAd4dNDAR,,,,,41.0287,-74.6429,anonymous,EN,1,2,$13.99 ,$0.56 ,$13.99 ,$0.56 ,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,7,5,6,6,2,1,2,2,6,6,6,5,5,7,1,1,1,7,1,1,7,3,Both the men and womens shampoo could be used on all types of hair. The women's product provided extra protection for the hair. ,3,3,,,40,4000,Thank you!,670fe98d7026b251962d9024,6898a06f143a3510459061c2,6898a5045602cc3e43f0d0a1,1
2025/8/10 7:56,2025/8/10 8:03,0,68.163.58.123,100,390,1,2025/8/10 8:03,R_59snj7hftvH6pLK,,,,,40.09,-75.0363,anonymous,EN,1,2,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,3,4,3,5,3,3,4,5,5,5,6,6,6,5,5,5,7,7,6,6,5,6,6,5,1,"They both had very similar descriptions, but I think the women’s shampoo had Vitamin E and aloe Vera. ",,,3,3,24,8000,,5e10f9d02d21857cd4d266b8,6898a06f143a3510459061c2,6898a50f3c64dd7c33ad3870,3C
2025/8/10 7:56,2025/8/10 8:03,0,174.86.212.26,100,384,1,2025/8/10 8:03,R_7MSW7b3Ybb6QbKe,,,,,38.5848,-90.2996,anonymous,EN,1,2,,,,,$13.99 ,$0.56 ,$13.99 ,$0.40 ,,,,,,,,,,,,,,,,,,,,,3,3,2,2,2,3,3,6,4,4,7,6,4,4,4,4,1,7,7,7,7,1,3,7,1,"both men and women's shampoo was $13.99 per bottle. for men, the unit price per use was $0.40 and the unit price for women was $0.56 per use.",,,2,2,30,40000,,5f20c7843957f61f62c58bb6,6898a06f143a3510459061c2,6898a50a9f19188f8ab02b98,2
2025/8/10 7:58,2025/8/10 8:03,0,172.91.42.25,100,300,1,2025/8/10 8:03,R_7CEJp1WPPaJ8lDU,,,,,34.6038,-118.2295,anonymous,EN,1,2,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,1,3,1,1,2,2,2,6,6,6,7,2,4,2,3,1,4,7,4,2,7,2,1,4,3,"They both said something about being nourishing and having good cleaning, especially the men's shampoo",,,7,6,24,2300,,6775c56044d53a90d448a78d,6898a06f143a3510459061c2,6898a597289ea126c5115dbb,3C
2025/8/10 7:49,2025/8/10 8:04,0,72.184.7.3,100,930,1,2025/8/10 8:04,R_1meCrynuZ7be14I,,,,,27.935,-82.3772,anonymous,EN,1,2,,,,,$13.99 ,$0.56 ,13.99%,$0.40 ,,,,,,,,,,,,,,,,,,,,,2,4,7,4,4,5,5,3,3,3,3,7,4,4,4,4,2,6,4,4,7,1,1,7,1,The benefits seemed the same with both shampoos and were stated to be great for all hair types.,,,5,5,78,2600,Interesting study,637b7f4d4d723fb9bbb2c506,6898a06f143a3510459061c2,6898a33e6957c32d84cef8f2,2
2025/8/10 7:50,2025/8/10 8:05,0,75.240.11.55,100,870,1,2025/8/10 8:05,R_7nur5MByx9RDYCR,,,,,39.1994,-84.526,anonymous,EN,1,2,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,1,5,2,1,1,1,1,7,7,7,7,5,5,3,4,4,7,7,7,7,7,1,2,7,1,the women's shampoo had an artistic design,,,3,3,47,3300,,666b254d9bc6d71a71b89cee,6898a06f143a3510459061c2,6898a31cb77c8d2f46967f3f,3A
2025/8/10 7:58,2025/8/10 8:06,0,66.41.202.236,100,490,1,2025/8/10 8:06,R_1IsmZnDlq9zgjCQ,,,,,44.9998,-93.393,anonymous,EN,1,2,,,,,,,,,$13.99 ,$0.56 ,$13.99 ,$0.40 ,,,,,,,,,,,,,,,,,2,3,5,1,4,2,2,2,5,6,7,7,4,4,4,4,7,7,7,7,6,2,3,5,1,They were both formulated for all hair types and had the same description ,,,2,2,31,4600,,63d1c14aaa34455761d86941,6898a06f143a3510459061c2,6898a56b374a511edc0388d2,3A
2025/8/10 7:56,2025/8/10 8:06,0,174.82.36.140,100,617,1,2025/8/10 8:06,R_5xGmxR5a6uvfSmO,,,,,32.6338,-96.9084,anonymous,EN,1,2,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,2,2,6,3,3,3,3,5,5,5,5,7,4,4,4,4,7,6,7,7,6,2,3,6,1,The women's shampoo came in a pink bottle. Both the men's and women's shampoo was for all hair types.,,,6.25,6.25,56,833,,67c4d6bacfffd8cbbf7e2d3d,6898a06f143a3510459061c2,6898a5062600f2f7fed2e50e,3B
2025/8/10 7:57,2025/8/10 8:07,0,24.41.101.73,100,620,1,2025/8/10 8:07,R_6rpiF20xpZLezgn,,,,,33.5407,-89.267,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,1,7,1,4,5,5,4,3,4,3,4,3,4,4,4,4,7,4,5,4,7,4,4,4,1,The women's shampoo was $13.99. I believe it said 0.56 per ounce. And the men's shampoo was $13.99. I believe it said 0.40 per ounce.,,,7,7,47,25000,,6716283de5fe806da4523e16,6898a06f143a3510459061c2,6898a49c265404f4c763e0ee,2
2025/8/10 7:46,2025/8/10 8:08,0,72.68.154.188,100,1293,1,2025/8/10 8:08,R_7mRhedwLj1LTiX7,,,,,40.6801,-73.9207,anonymous,EN,1,2,,,,,,,,,,,,,14.99,0.56,13.99,0.4,,,,,,,,,,,,,1,5,3,5,5,5,5,1,1,1,1,3,6,5,5,3,2,2,3,3,2,3,3,3,1,Restore the vibrant hair,,,4.5,4,37,8000,,5ec5a64c306f255ec98d5cc1,6898a06f143a3510459061c2,6898a2ab1d85ee3a3f46d6e5,3B
2025/8/10 8:01,2025/8/10 8:08,0,73.35.122.108,100,470,1,2025/8/10 8:08,R_3S8BTh73GvcZbe9,,,,,29.8237,-81.3241,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,3,2,2,1,1,1,1,6,6,6,6,5,6,5,5,5,7,1,7,5,7,4,1,7,2,The women's and the men's shampoos are for all kinds of hair.,,,6,6,65,3000,,6171bbd074b630c87f2ab0f3,6898a06f143a3510459061c2,6898a61ad50ee011a5e98eb9,3E
2025/8/10 8:02,2025/8/10 8:09,0,98.97.40.10,100,431,1,2025/8/10 8:09,R_1kyQouqDs3fF9jW,,,,,47.6109,-122.3303,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,3,4,3,2,2,2,2,5,5,5,6,7,3,3,2,3,7,7,7,5,6,1,2,6,1,Both shampoos were for all hair types. The shampoo labeled for men was about 10 cents cheaper per ounce than the women's.,,,7,7,50,59000,,6105b1b285e91680458bd341,6898a06f143a3510459061c2,6898a6671dc9ad79a76719e5,2
2025/8/10 7:55,2025/8/10 8:10,0,172.58.242.203,100,918,1,2025/8/10 8:10,R_6FKC1USbkNTPdSU,,,,,38.8155,-77.1205,anonymous,EN,1,2,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,3,4,4,3,2,3,2,5,5,6,5,5,4,3,3,3,5,5,5,4,6,3,3,5,1,"The products essentially had the same description as to utility (paraphrasing...cleanse and invigorate or refresh). The main difference was that the packaging for women's involved more elaborate visuals..what may be perceived as more 'feminine' packaging...florals, etc. ",,,1.7,1.7,59,3500,,66145d25f58cb537cdc9eb97,6898a06f143a3510459061c2,6898a4b5c316109baa379671,3A
2025/8/10 8:52,2025/8/10 9:00,0,47.150.243.186,100,472,1,2025/8/10 9:00,R_3SpkCkDUlwhQMcC,,,,,34.2773,-118.5001,anonymous,EN,1,2,,,,,,,,,,,,,13.99,25,13.99,35,,,,,,,,,,,,,3,3,3,2,2,2,2,5,5,5,5,6,4,4,3,3,6,6,6,6,6,4,3,5,1,$13.99 for 25 ounces of women’s shampoo that cleanses and invigorates while 13.99 for 35 ounces of men’s shampoo claims to do the same thing. The same basic product is priced higher for women due to the feminine packaging ,,,3,3,48,5000,,60ff13bf692c2c24bfe600fd,6898a06f143a3510459061c2,6898b2396c165bfab87d84b8,3B
2025/8/10 9:19,2025/8/10 9:22,0,99.149.242.234,100,176,1,2025/8/10 9:22,R_7enTRXwoGl8HltL,,,,,34.111,-84.3025,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,1,6,2,5,3,5,5,2,3,3,3,3,4,4,4,4,6,6,7,6,5,2,3,6,1,"The woman's shampoo was $13.99 but $0.54 per ounce, while the men's shampoo was $13.99 but $0.49 per ounce. The men's shampoo had more product in the bottle.",,,10,10,22,0,,5fd955152dc9172302e1d605,6898afff2227f134df1188ea,6898b87147004e4926bd8964,2
2025/8/10 9:18,2025/8/10 9:22,0,71.114.23.12,100,239,1,2025/8/10 9:22,R_19nvHTfaZrTLiLB,,,,,38.9893,-77.1586,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,6,6,6,6,2,2,2,2,4,5,4,4,4,7,4,7,5,7,3,4,7,3,"Women's shampoo, used for cleaning all types of hair. Men's shampoo, used for cleaning all types of hair. Both cost 13.99 total, 0.56/oz",5,5,,,22,46100,,6110a34807df3d33c4bc0d3e,6898afff2227f134df1188ea,6898b843c1b03ab318824ec4,1
2025/8/10 9:20,2025/8/10 9:22,0,98.176.68.254,100,157,1,2025/8/10 9:22,R_3c0YAMG9QvBAwho,,,,,32.7104,-117.0528,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,1,6,3,4,4,4,4,6,6,5,6,5,4,4,4,4,7,5,5,5,7,4,5,6,1,the womens shampoo was more expensive per unit than the mens. They seem to be very similar products,,,5,5,43,10550,,60430fc782b5752a7ae8d797,6898afff2227f134df1188ea,6898b89956c57492a39881f6,2
2025/8/10 9:19,2025/8/10 9:23,0,47.227.101.243,100,230,1,2025/8/10 9:23,R_3l5ZIhtBe3gsQx3,,,,,39.7436,-86.1158,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,1,1,1,3,3,3,3,5,2,4,5,4,4,4,4,4,3,7,6,7,7,2,3,5,1,"The women's shampoo had a generic description about cleansing and revitalizing all hair types. Both the women's and men's cost $13.99 per bottle, but because the men's shampoo bottle was larger, it was less per ounce in cost.",,,5,4,28,4000,,65eb301148f7b2cc766dd7bb,6898afff2227f134df1188ea,6898b87953a93622d9e9a587,2
2025/8/10 9:19,2025/8/10 9:23,0,172.59.120.63,100,238,1,2025/8/10 9:23,R_7jEco2bGxT4eEPG,,,,,35.4662,-97.5168,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,7,7,7,7,1,1,1,1,7,7,7,7,7,7,7,7,7,6,5,6,2,3,Men and women's shampoo with same price and same amount.,4,4,,,40,10000,None,65f4de464a8635751f0c14f2,6898afff2227f134df1188ea,6898b858be61e0c71a944977,1
2025/8/10 9:19,2025/8/10 9:23,0,45.23.55.49,100,259,1,2025/8/10 9:23,R_7VtLG3c4QVgooFz,,,,,38.6976,-90.3604,anonymous,EN,1,2,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,,,,,,,,,2,5,6,4,3,3,2,6,5,6,6,5,3,4,2,3,4,7,4,6,7,1,2,7,1,"strengthen all types of hair, invigorating",,,4,4,45,4500,,5d2e8e17a29b67001aaa57e2,6898afff2227f134df1188ea,6898b872e1bfa3e7b4c67419,2
2025/8/10 9:20,2025/8/10 9:23,0,24.129.249.1,100,217,1,2025/8/10 9:23,R_7AYH7NuLSL011YA,,,,,41.0996,-80.7523,anonymous,EN,1,2,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,,,,,,,,,1,4,1,3,2,2,2,5,6,6,5,5,2,2,2,2,7,7,7,7,5,3,4,5,1,The product is designed to cleanse all hair types. The women's shampoo was in a pink bottle with floral designs. ,,,3,3,42,5000,NA,5beccd423b6489000156596f,6898afff2227f134df1188ea,6898b89956cfdd1cc4d5ccb8,3B
2025/8/10 9:18,2025/8/10 9:23,0,67.42.191.2,100,312,1,2025/8/10 9:23,R_7AKcyCVhyz0PaIO,,,,,43.5784,-116.2179,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,6,6,6,6,1,1,1,1,5,4,4,4,4,7,7,7,7,6,3,4,5,3,Both shampoos were 13.99 total with .56 per ounce.,2,2,,,60,4800,Thank you.,654939d4e23dcdbb14d95661,6898afff2227f134df1188ea,6898b8405e17fdf3a58cb426,1
2025/8/10 9:20,2025/8/10 9:23,0,74.91.102.153,100,193,1,2025/8/10 9:23,R_12MeMfRhLbByVYI,,,,,43.1205,-89.3523,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,3,2,2,1,1,1,1,7,7,7,7,7,2,2,2,1,7,7,7,7,7,1,1,7,1,the women's shampoo was almost  50% more per ounce than the mens but claims it donated 1% of sales,,,0.02,0.02,41,3500,,54e32a60fdf99b3eae9de85b,6898afff2227f134df1188ea,6898b8b437a1f1c3a42fb2a1,3E
2025/8/10 9:19,2025/8/10 9:23,0,74.209.55.1,100,298,1,2025/8/10 9:23,R_7qx0eQMRTP9hhHW,,,,,46.942,-122.606,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,2,2,6,2,2,2,2,6,6,6,6,7,6,2,5,3,4,7,4,6,6,3,3,5,1,The shampoos both claimed to be good for your hair. The prices were the same but the amount of product was different.,,,2,2,67,1000,,5c1021a547d07800011a23de,6898afff2227f134df1188ea,6898b85ecf96ae641faed830,3E
2025/8/10 9:19,2025/8/10 9:24,0,136.29.137.46,100,324,1,2025/8/10 9:24,R_3DTilVaalPsbYTc,,,,,36.1515,-86.792,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,3,3,3,3,5,5,5,5,6,4,4,4,4,7,7,7,6,7,2,2,6,3,"The women's shampoo said it was formulated to revitalize and cleanse hair, while the men's shampoo said it was designed to invigorate and cleanse hair.",4,3,,,22,3000,,65d8e8154909217d65de2b4e,6898afff2227f134df1188ea,6898b860272b09d37da8b7c5,1
2025/8/10 9:18,2025/8/10 9:24,0,174.210.225.177,100,343,1,2025/8/10 9:24,R_3G1CQJxacFnDnO6,,,,,42.3353,-83.2864,anonymous,EN,1,2,13.99,0.56,13.99,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,2,2,2,2,6,6,6,7,4,3,3,3,3,7,3,6,6,4,3,3,5,3,Both the mens and women shampoos said that they cleanse all hair types.,5,5,,,37,16300,"Sorry, I thought it said yearly income, not monthly. My monthly income is about $1,350. ",5dd329e3270f4433de53299a,6898afff2227f134df1188ea,6898b8573601755e4f560f6a,1
2025/8/10 9:18,2025/8/10 9:24,0,209.245.218.168,100,370,1,2025/8/10 9:24,R_12DUTfl2aWlAIUg,,,,,29.7738,-95.406,anonymous,EN,1,2,$13.99 ,$0.56 ,$13.99 ,$0.56 ,,,,,,,,,,,,,,,,,,,,,,,,,1,7,2,7,7,7,7,1,1,1,1,4,5,3,6,6,7,4,7,7,7,3,4,7,3,Men's shampoo was good for all hair types. ,2,2,,,30,70000,"Study was a little unclear with the answer choices, make the scale more clearer. ",5a6c05949d65ec00017e8796,6898afff2227f134df1188ea,6898b84b3c3b1eb59379261e,1
2025/8/10 9:18,2025/8/10 9:24,0,69.23.230.225,100,363,1,2025/8/10 9:24,R_1EYgl2IoYwJORIJ,,,,,40.5545,-81.9179,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,13.99,0.56,13.99,0.4,,,,,2,4,5,5,5,5,5,3,3,3,3,5,6,4,4,4,6,6,6,5,6,3,4,5,1,"There was a women's and men's shampoo, both for 13.99. However, the women's shampoo was more expensive per unit.",,,6,6,59,80000,,67757553ccb7cd2a4385b679,6898afff2227f134df1188ea,6898b857004c49927d73229c,3D
2025/8/10 9:19,2025/8/10 9:25,0,75.62.84.116,100,344,1,2025/8/10 9:25,R_7qW45ZBO10qa0py,,,,,33.3792,-86.6969,anonymous,EN,1,2,,,,,,,,,13.99,",56",13.99,0.4,,,,,,,,,,,,,,,,,2,1,7,1,1,1,1,7,7,7,7,7,4,4,1,4,7,7,7,7,7,1,1,7,1,The product descriptions contained the words revitalizing and invigorating.,,,5,5,69,7300,"None, thank you",615e420a23219efe3427a367,6898afff2227f134df1188ea,6898b8739a715b1cd0003a6b,3A
2025/8/10 9:19,2025/8/10 9:25,0,74.96.253.58,100,336,1,2025/8/10 9:25,R_7ru8sPYY2l8KPdw,,,,,38.881,-77.1362,anonymous,EN,1,2,,,,,,,,,,,,,,,,,,,,,13.99,0.56,0.4,13.99,,,,,1,6,2,4,4,4,4,5,5,5,5,3,6,6,2,2,7,5,7,5,7,2,2,6,1,"Both shampoos were 13.99 per bottle, but you got more shampoo in the men's bottle than you did in the women's. ",,,2.15,2,41,0,,66797f54e9459a3746da08ca,6898afff2227f134df1188ea,6898b87d4cfe8574ba29f464,3D
